,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
13,2,4,3,2,2,1,1,4,5,2,0,4,2,2,1,3,1,1,1,1,2,5,1,1,3,2,0,1,1,2,2,2,3,2,7,1,3,1,3,2,0,2,1,2,1,1,3,3,2,0
14,1,1,2,3,2,2,0,1,2,0,1,2,2,1,3,1,1,2,4,0,5,2,2,2,3,4,2,2,0,1,3,0,1,0,3,1,1,1,1,1,2,1,3,2,4,1,1,2,2,1
15,4,2,5,2,1,1,2,1,2,0,3,2,1,3,1,2,1,1,1,2,2,5,2,0,2,3,2,4,3,1,1,2,1,1,4,2,2,1,2,1,1,4,1,0,2,1,1,1,1,2
16,3,4,2,4,2,4,1,2,2,1,2,0,1,2,1,3,3,1,5,1,1,3,0,2,1,1,1,6,3,2,3,0,4,2,2,0,2,2,2,1,2,3,4,1,1,4,2,3,2,0
17,3,4,0,3,2,3,4,1,2,2,1,2,1,3,1,0,1,2,2,2,1,1,2,2,0,2,1,1,2,3,0,1,1,2,0,2,3,2,2,2,3,2,0,1,2,4,1,2,5,1
18,1,1,0,0,5,1,3,1,1,4,3,1,1,1,1,1,3,2,2,2,3,5,5,2,2,2,2,0,1,0,2,3,4,2,1,0,0,4,1,2,1,1,2,1,5,1,3,3,0,2
19,1,1,2,2,2,3,1,6,1,2,1,1,2,0,3,3,2,2,3,2,1,2,2,1,1,2,1,5,2,3,2,3,2,1,5,1,4,1,4,3,3,1,3,2,0,4,1,1,2,1
20,0,3,1,1,0,1,2,2,3,4,3,0,3,2,0,1,2,1,2,2,1,1,2,1,1,4,4,1,2,3,2,1,0,2,1,3,1,2,1,4,4,0,4,2,2,4,4,6,1,0
21,3,2,2,0,1,4,3,1,4,3,1,3,1,1,1,3,0,0,1,2,2,1,2,1,1,1,1,1,1,1,3,3,2,1,3,8,2,0,0,0,1,0,1,4,4,2,1,5,2,3
22,1,1,1,0,2,3,1,1,1,4,2,2,2,4,1,3,1,2,3,1,3,1,0,1,6,4,5,2,0,1,0,2,4,2,1,2,3,3,1,0,0,3,3,2,4,2,2,0,4,4
23,1,1,2,1,3,4,2,4,2,1,1,1,5,2,3,2,3,1,2,2,3,1,3,2,3,0,3,2,3,4,3,3,2,3,0,5,1,3,1,6,0,7,1,0,4,2,1,2,1,0
24,2,3,0,3,4,3,2,1,4,4,1,3,5,3,1,0,3,3,1,3,1,0,4,3,2,1,2,1,3,4,2,1,1,2,3,0,3,3,4,0,0,2,3,2,1,1,3,3,1,0
25,4,2,4,2,0,2,3,0,2,0,0,0,3,1,1,4,2,4,4,1,1,3,1,2,4,1,0,2,1,3,1,1,4,4,1,1,4,1,2,1,1,3,1,3,2,2,3,3,3,0
26,6,2,4,2,5,1,1,1,2,3,1,4,3,2,4,3,3,3,4,4,2,1,1,2,0,0,1,2,3,2,3,0,2,0,2,1,3,0,2,1,2,2,0,0,3,3,0,2,3,3
27,2,0,1,2,0,0,0,1,1,2,4,2,2,2,1,2,1,2,2,3,0,3,2,1,2,0,1,0,4,2,2,1,4,2,3,1,0,1,2,2,2,2,3,3,3,2,0,2,2,1
28,1,1,1,0,2,4,1,1,2,3,1,0,1,5,2,2,3,1,5,3,3,4,5,3,0,3,2,1,3,0,4,1,1,2,1,0,1,3,2,0,4,2,1,1,3,5,0,2,3,4
29,1,0,3,4,2,3,1,3,5,0,1,3,3,0,2,1,2,3,4,2,2,1,5,1,2,1,1,3,1,3,3,1,1,2,4,1,0,0,0,1,1,2,2,1,3,2,2,2,2,0
30,3,3,2,3,4,3,1,4,2,1,2,4,3,1,4,4,2,5,1,2,0,0,1,3,0,1,3,4,1,1,1,1,2,1,2,2,3,3,1,2,2,3,1,4,1,2,1,2,3,1
31,1,3,1,6,0,4,0,0,2,2,2,4,4,1,3,5,1,4,2,0,1,4,1,2,0,1,1,1,2,3,2,1,5,3,2,3,0,2,2,2,2,1,3,4,3,0,6,2,3,3
32,2,3,2,1,1,1,3,1,3,2,5,1,2,3,3,6,1,6,1,2,1,0,0,0,2,1,2,0,0,1,0,3,4,2,2,1,3,2,3,0,0,2,3,3,0,1,4,1,4,1
33,1,4,2,2,2,3,2,2,2,1,1,1,1,3,1,4,1,3,2,2,2,1,0,3,2,1,3,0,2,2,2,2,3,3,1,0,0,2,2,1,1,1,0,3,0,2,2,2,2,1
34,0,1,2,2,4,1,2,0,0,2,0,0,4,6,1,3,2,3,2,2,2,5,1,2,3,1,2,2,3,3,0,3,3,4,2,3,3,1,3,3,2,1,1,1,2,3,2,4,1,1
35,6,2,0,1,0,0,2,2,3,1,2,1,0,0,1,4,2,2,3,3,4,2,2,0,1,3,0,4,2,4,6,0,1,3,3,2,0,4,1,2,3,0,1,3,3,1,1,3,4,1
36,3,2,1,1,0,2,1,3,3,2,1,2,2,8,4,1,5,0,3,3,1,1,1,2,4,4,1,2,3,1,5,3,1,1,3,3,1,1,1,1,3,1,1,2,3,2,1,1,2,2
37,1,1,1,4,0,2,1,1,2,1,4,3,1,2,1,3,2,3,2,1,1,3,2,4,1,0,2,3,0,4,1,0,3,2,3,0,0,2,7,5,0,1,4,2,4,5,3,0,2,1
38,0,2,2,2,3,4,1,2,1,3,1,1,0,3,2,2,2,2,0,3,5,4,0,3,4,0,3,0,4,3,3,1,2,3,0,4,1,3,3,3,4,2,0,0,2,2,0,4,3,2
39,1,3,3,3,2,2,3,0,3,2,2,2,4,4,4,3,8,2,1,3,1,1,1,2,0,1,2,3,1,3,2,3,3,2,2,2,4,1,1,3,0,2,2,3,1,0,1,2,0,3
40,1,3,2,2,0,2,4,0,1,2,1,0,0,1,2,1,2,1,1,1,2,5,2,4,2,4,2,1,1,1,3,1,1,1,1,4,2,4,1,1,1,1,0,0,1,0,3,1,0,5
41,0,0,2,3,5,3,1,1,3,3,4,1,2,0,3,3,2,1,1,0,5,1,1,1,1,5,3,2,2,2,3,1,3,0,2,2,2,0,3,4,1,1,2,6,1,5,2,3,2,0
42,2,1,0,1,3,4,3,2,3,0,2,0,2,1,2,1,2,2,3,1,3,1,2,1,3,5,2,0,1,3,0,1,3,1,4,1,0,2,2,2,0,6,3,1,2,2,4,2,2,0
43,2,4,2,1,4,0,2,2,3,0,3,0,4,2,5,1,1,2,1,0,2,2,5,3,5,4,3,1,2,4,2,5,1,4,2,3,1,1,4,1,1,2,2,4,2,3,3,2,2,0
44,4,1,2,0,1,1,7,3,0,2,3,1,4,2,2,2,3,0,1,2,1,1,2,1,3,2,1,3,2,2,3,3,2,1,0,2,3,0,1,3,5,2,2,0,1,3,4,1,2,2
45,1,2,1,5,1,1,1,4,1,3,3,2,2,1,3,2,1,2,4,3,2,1,1,3,1,0,3,1,1,0,0,4,0,1,1,3,2,1,1,10,4,1,1,5,2,2,1,4,1,1
46,5,0,7,2,0,4,0,2,0,1,1,4,4,1,2,4,1,1,1,6,3,1,1,1,0,4,1,2,1,2,2,2,4,0,3,2,4,3,0,3,5,2,1,4,3,1,2,1,0,2
47,3,2,1,2,2,2,0,5,2,2,5,2,2,3,2,1,0,3,2,4,4,3,1,2,2,1,0,2,3,1,1,2,0,4,3,1,0,4,3,6,4,4,2,2,1,4,1,0,0,2
48,3,4,3,0,4,3,1,0,2,1,5,3,7,5,1,2,2,3,5,5,2,5,3,2,2,2,0,2,7,3,4,9,3,2,3,3,0,0,1,3,1,1,3,3,2,1,2,0,2,1
49,0,1,0,0,3,1,4,5,3,1,1,2,2,4,1,2,2,2,1,3,1,3,4,3,2,3,4,1,1,2,2,1,1,3,5,0,3,2,3,2,2,2,4,1,2,1,4,2,2,3
50,0,2,4,3,0,2,1,4,2,3,5,1,5,0,0,3,1,1,4,5,5,3,3,1,2,1,4,3,3,2,1,2,1,2,2,0,2,1,1,0,2,2,2,2,3,3,2,3,2,4
51,3,1,2,2,3,3,2,1,6,2,1,3,3,2,2,1,0,1,0,2,1,1,0,1,4,1,4,2,2,3,0,3,1,1,2,1,1,4,6,4,4,1,6,2,3,1,1,2,3,4
52,4,1,3,2,2,0,5,1,4,0,1,2,1,4,1,1,2,0,0,5,2,1,0,2,6,1,0,1,0,2,3,3,3,1,1,3,1,4,1,2,4,3,0,5,2,5,2,1,1,1
53,6,2,2,3,1,2,2,3,6,1,1,1,1,2,3,3,2,3,2,2,4,3,0,2,1,2,0,4,0,1,2,5,2,3,1,2,3,1,2,1,1,4,2,3,0,2,1,1,0,2
54,2,1,2,0,1,1,0,4,2,1,1,2,3,1,4,4,3,0,0,4,6,3,1,0,4,2,6,1,3,4,5,3,2,2,1,0,1,2,2,2,1,3,1,2,4,0,3,1,0,2
55,3,1,1,1,2,3,1,3,3,3,1,2,0,1,0,1,3,6,2,2,0,3,2,1,2,2,2,1,2,2,3,3,2,1,1,1,5,0,6,2,3,1,2,2,2,4,1,2,3,1
56,1,1,3,4,2,3,3,1,1,1,4,2,3,2,1,4,2,0,0,5,3,1,2,2,2,2,3,0,0,0,2,0,2,2,1,7,1,1,1,3,1,1,3,2,3,2,2,3,1,3
57,0,1,1,5,0,3,3,1,1,2,2,3,3,3,4,3,1,2,3,0,1,1,2,1,5,2,0,5,2,3,1,5,0,4,1,3,4,0,0,6,1,1,0,2,2,1,3,5,1,2
58,0,0,5,1,1,4,4,0,1,3,4,4,0,3,2,1,2,3,4,0,3,2,2,2,1,3,2,0,1,2,1,1,3,0,1,0,4,3,4,0,4,0,2,1,3,1,4,4,3,1
59,3,0,1,0,3,1,1,1,2,0,1,3,1,0,2,4,2,0,1,3,3,3,1,1,1,0,3,2,3,4,2,3,1,2,4,1,4,0,1,2,3,4,3,1,0,3,1,3,2,3
60,0,1,2,1,2,7,1,3,3,1,1,1,3,0,2,3,3,5,6,3,1,2,1,0,3,1,2,2,2,0,2,1,2,2,5,1,2,1,4,4,4,2,3,3,3,0,2,2,2,1
61,2,2,1,2,2,2,2,1,1,2,1,1,3,1,2,2,1,2,2,0,2,2,2,3,1,4,0,2,2,5,2,2,0,2,1,1,3,2,3,0,2,3,4,4,1,2,1,2,1,2
62,5,3,2,3,0,4,1,1,2,2,1,2,0,3,1,5,4,0,3,0,1,2,1,2,3,6,1,1,1,2,0,3,0,0,3,2,2,1,1,2,4,4,1,0,2,2,1,1,2,2
63,2,4,2,2,1,0,0,5,0,3,2,2,3,1,0,0,0,4,4,5,2,2,3,4,2,3,1,0,6,3,5,2,1,2,4,2,4,3,2,1,1,1,3,2,3,3,4,4,1,2
64,5,1,2,3,2,4,4,1,1,4,1,1,5,0,2,4,3,1,1,3,0,2,2,2,0,1,2,2,1,2,2,3,3,1,1,2,3,4,0,2,0,1,1,2,1,3,1,2,4,0
65,0,4,2,1,2,0,0,2,3,1,3,2,1,2,0,0,2,2,1,2,1,1,2,3,0,1,1,3,0,2,1,2,2,1,1,0,6,2,6,3,4,0,2,3,1,0,2,4,4,2
66,0,1,1,1,2,2,3,0,4,1,3,2,3,1,2,2,6,2,1,1,2,3,4,2,2,2,5,2,4,3,2,5,3,3,0,0,3,0,2,0,2,3,3,3,3,0,1,2,3,0
67,1,4,1,1,2,1,3,1,2,5,0,3,4,1,1,2,3,0,0,1,1,2,3,1,4,3,3,4,4,0,1,3,3,1,4,2,1,4,3,3,1,2,3,2,3,2,1,1,0,1
68,3,0,1,6,1,1,1,1,3,5,4,3,3,2,1,2,2,3,2,2,2,3,0,1,2,1,1,2,2,1,4,0,1,4,3,1,5,2,1,7,5,3,3,7,1,5,1,4,3,4
69,2,2,2,1,2,7,4,3,1,3,2,3,2,1,1,0,1,2,1,1,3,1,1,4,1,1,0,1,2,0,2,0,2,3,3,2,2,2,2,1,0,1,4,3,0,1,1,1,3,2
70,0,1,2,2,0,3,4,4,0,2,1,2,5,2,0,3,1,3,0,1,5,2,1,3,1,2,0,1,1,2,0,2,3,1,1,1,1,1,0,2,1,1,3,3,2,2,4,2,3,4
71,1,3,2,4,1,2,4,0,1,3,2,0,2,2,3,2,4,2,6,3,3,1,2,0,3,1,0,3,5,2,2,2,0,1,1,2,1,3,1,4,0,0,1,1,0,1,1,1,1,3
72,4,1,1,6,1,1,4,1,2,0,2,2,1,0,0,6,1,0,2,3,1,2,0,2,1,2,2,3,2,1,3,1,1,1,1,3,1,3,1,0,1,0,1,2,1,1,2,3,2,0
73,2,0,2,3,2,1,3,0,5,3,2,3,1,1,2,0,1,2,2,2,7,4,0,1,4,5,2,5,4,1,3,2,2,2,2,4,1,1,2,1,3,2,1,2,0,2,4,1,1,2
74,0,3,2,5,2,1,0,1,1,2,2,0,1,1,4,6,2,2,3,1,4,5,2,3,0,2,1,2,1,1,2,2,1,4,2,1,1,0,2,0,4,2,2,3,1,1,4,5,2,4
75,1,0,2,3,4,5,2,2,2,2,2,2,1,4,2,2,3,1,2,3,3,1,1,2,2,1,3,2,3,5,0,2,1,1,2,1,1,3,4,3,1,1,3,4,2,2,5,5,2,4
76,3,2,0,3,1,2,0,0,1,2,3,3,4,0,3,2,2,3,2,2,6,3,0,2,2,2,2,3,3,4,1,2,0,2,2,5,3,1,2,2,1,4,1,3,4,1,0,2,4,0
77,2,1,2,1,1,1,4,2,1,4,1,3,3,1,1,1,1,2,1,2,1,3,0,1,2,1,1,1,0,3,0,1,2,2,2,1,1,0,3,1,1,1,0,4,2,5,4,1,2,1
78,1,1,0,0,3,0,1,1,0,1,2,0,2,2,1,5,0,1,1,1,3,4,3,3,2,4,0,2,1,4,1,0,6,1,1,2,5,2,1,0,2,1,4,0,2,3,1,2,1,2
79,2,1,6,1,3,2,0,2,1,2,1,2,0,1,2,3,6,1,3,0,1,3,2,2,1,2,2,0,1,3,2,2,1,0,3,1,0,1,2,2,1,2,2,1,1,1,2,1,1,3
80,1,2,1,0,2,1,0,2,1,5,0,4,0,1,5,2,1,1,2,2,4,3,5,1,0,3,0,0,3,2,1,2,4,0,1,7,2,0,1,4,2,2,1,1,2,1,1,1,0,4
81,3,1,1,1,2,3,0,1,1,2,6,0,2,1,2,1,1,2,4,2,0,2,1,3,3,2,2,0,3,2,1,3,3,3,2,2,1,2,2,3,1,2,1,3,2,1,1,2,4,0
82,2,3,2,2,1,2,2,0,2,1,4,2,2,1,3,3,2,2,2,1,4,2,2,3,0,2,1,3,2,1,1,5,0,3,8,2,2,5,1,0,3,2,0,2,0,2,2,3,2,3
83,3,2,1,1,0,2,2,4,0,2,2,4,2,3,4,2,2,0,1,5,1,5,0,3,2,1,1,4,1,2,3,2,2,0,1,2,0,3,5,4,1,2,1,3,0,0,4,3,4,1
84,2,2,2,1,1,2,3,2,0,0,1,1,2,1,1,3,1,4,3,2,2,4,0,2,0,3,1,1,1,1,1,2,1,2,1,2,1,3,4,4,1,1,2,4,2,3,0,4,3,0
85,1,2,1,1,3,4,4,0,0,3,6,2,1,1,2,2,1,1,1,5,2,3,2,5,1,3,2,0,2,2,5,2,2,0,3,2,3,2,1,2,4,2,3,1,1,2,3,3,1,2
86,2,2,2,1,3,1,2,2,1,1,4,5,4,1,2,1,4,3,1,1,4,1,2,0,1,1,3,1,1,1,0,2,2,0,2,5,3,5,1,3,0,5,1,1,1,3,3,2,1,0
87,2,1,1,1,3,2,2,3,1,2,1,3,3,3,4,0,1,2,2,2,2,4,2,1,0,1,1,1,2,3,0,1,1,7,1,2,4,1,0,0,2,1,4,0,1,2,1,4,3,4
88,2,2,1,0,1,2,2,3,0,2,4,1,1,1,2,4,3,0,3,3,3,1,2,8,6,0,3,1,0,1,5,0,1,2,1,5,2,2,1,3,3,0,0,3,1,4,4,0,2,4
89,2,2,2,5,1,4,0,1,4,3,3,2,2,1,2,1,3,1,1,0,4,4,2,0,2,2,3,5,2,2,2,1,0,4,0,3,3,4,2,1,5,2,1,5,5,2,1,2,3,3
90,2,4,3,1,1,2,4,3,2,1,0,2,0,3,1,2,4,5,0,2,3,0,3,3,0,4,3,0,3,2,1,1,2,4,2,3,4,3,1,5,4,2,1,4,4,1,1,3,3,3
91,0,3,2,3,4,2,3,2,3,3,4,2,7,1,2,1,3,2,3,2,0,3,0,1,2,2,1,2,0,5,0,2,3,2,1,2,3,1,0,1,3,3,3,2,2,3,2,4,5,3
92,1,1,2,5,1,6,1,3,1,1,2,6,2,3,4,4,1,1,4,2,2,2,3,1,2,3,1,1,1,1,1,3,2,3,3,0,3,3,4,5,1,4,4,3,2,4,0,2,1,0
93,2,3,3,4,0,3,0,1,1,3,2,2,1,4,1,1,2,1,3,1,4,4,2,2,0,4,2,3,1,1,3,1,3,2,1,3,2,1,3,1,2,0,1,1,5,2,2,0,3,1
94,0,1,3,5,1,1,4,2,5,2,2,2,2,3,1,1,1,2,1,1,0,1,4,4,0,2,2,0,3,2,1,1,4,2,1,5,3,2,2,0,2,0,1,2,1,0,0,5,4,4
95,2,2,1,0,2,4,1,3,3,1,4,2,2,2,0,5,0,7,1,2,2,2,2,2,0,2,2,1,1,1,5,3,1,4,1,2,0,3,1,2,5,1,3,0,1,3,1,2,0,1
96,3,2,2,0,1,1,1,2,1,3,3,6,1,3,1,2,0,6,1,3,0,2,2,2,2,1,4,1,3,4,4,0,1,1,2,4,3,1,1,1,2,2,1,5,2,4,5,4,2,1
97,1,2,3,2,6,1,4,3,1,2,1,0,3,3,1,0,4,2,0,1,2,1,1,2,1,1,3,2,3,1,3,2,0,2,1,0,1,2,3,1,2,2,1,3,1,3,2,2,1,2
98,3,2,4,2,1,1,2,2,1,2,2,1,0,2,4,3,3,1,1,3,0,3,3,1,1,3,0,4,2,2,2,0,3,0,0,2,2,1,0,1,1,0,2,3,3,1,5,3,1,2
99,2,2,2,2,1,4,0,2,2,1,3,3,2,3,1,3,2,4,1,3,1,3,1,2,3,2,1,2,1,1,2,3,1,0,2,3,4,2,3,2,3,1,6,2,1,1,3,4,1,0
